,subject,trial_num,letter,frequency,r,g,b,PBASE,ITI,match,button,correct,RT,block,pupil_feed_locked_t1,pupil_baseline_feed_locked,missing,drop_trial
196,104,196,A,20,76,154,68,4.9100000000000001,4.7500000000000000,1,lalt,False,1.1790474900000001,4.0000000000000000,9.2726402077870969,-10.8826786753050477,False,False
197,104,197,A,20,138,154,91,4.0400000000000000,4.4100000000000001,0,lalt,True,0.4651074100000000,4.0000000000000000,-1.7406310525261168,-0.6137840662630989,False,False
198,104,198,I,80,138,154,91,4.7100000000000000,3.5499999999999998,1,lalt,False,0.7872288300000000,4.0000000000000000,-0.0721611761177362,6.9599353350760156,False,False
199,104,199,A,20,0,168,107,5.5000000000000000,4.0599999999999996,0,lalt,True,1.0993417100000000,4.0000000000000000,9.0281736175842315,5.5510789341464735,False,False
200,104,200,T,40,0,168,107,4.9900000000000002,4.5400000000000000,1,lalt,False,1.1683453900000000,4.0000000000000000,-5.5535563901132408,-11.2525518997096157,False,False
201,104,201,I,80,157,193,131,4.0199999999999996,4.6900000000000004,0,ralt,False,1.1222545300000000,4.0000000000000000,-6.3203823168352367,-12.9278185965249151,False,False
202,104,202,D,20,3,121,112,4.9000000000000004,5.4699999999999998,0,lalt,True,1.6234056900000000,4.0000000000000000,-5.9077388503558339,-10.3247604532148678,False,False
203,104,203,I,80,138,154,91,5.2699999999999996,4.9400000000000004,1,lalt,False,2.1023173300000000,4.0000000000000000,-2.0132247772139360,13.0285761994680396,False,False
204,104,204,T,40,0,168,107,4.1200000000000001,5.3300000000000001,1,lalt,False,1.1792036800000001,4.0000000000000000,7.0835268566682839,-6.9975122701056636,False,False
205,104,205,D,20,75,124,89,3.6000000000000001,4.6900000000000004,1,lalt,False,1.0132274699999999,4.0000000000000000,-3.3813723308527290,12.9936676584819129,False,False
206,104,206,A,20,76,154,68,4.3700000000000001,5.0400000000000000,1,ralt,True,0.8833735300000000,4.0000000000000000,10.1598424931132936,-16.0393259714803591,False,False
207,104,207,R,80,76,154,68,5.4900000000000002,4.4299999999999997,0,lalt,True,0.9744072800000000,4.0000000000000000,-3.0792024778881788,9.4625089886009732,False,False
208,104,208,D,20,138,154,91,4.2100000000000000,5.3300000000000001,0,lalt,True,1.1013807600000001,4.0000000000000000,9.0194846756339597,6.5987930766437737,False,False
209,104,209,A,20,76,154,68,4.9400000000000004,5.2100000000000000,1,lalt,False,0.9413935300000000,4.0000000000000000,6.7540290845031778,12.1001418066471480,False,False
210,104,210,D,20,75,124,89,5.4000000000000004,4.4299999999999997,1,lalt,False,0.8474066200000000,4.0000000000000000,-0.1782332272271874,-12.0668923599250881,False,False
211,104,211,R,80,157,193,131,4.0999999999999996,3.8700000000000001,0,lalt,True,0.7704248400000000,4.0000000000000000,-0.3278934327320543,-3.4369095347470093,False,False
212,104,212,A,20,3,121,112,4.1500000000000004,3.8300000000000001,0,lalt,True,1.3795175000000000,4.0000000000000000,1.6217704251242648,-6.4321853069975257,False,False
213,104,213,I,80,138,154,91,5.4100000000000001,4.8300000000000001,1,ralt,True,1.8795531500000000,4.0000000000000000,-1.8481038850198179,7.4487844504835135,False,False
214,104,214,D,20,157,193,131,4.7400000000000002,4.4199999999999999,0,lalt,True,1.1605756400000000,4.0000000000000000,18.2163115837046377,-13.9976322662582486,False,False
215,104,215,D,20,75,124,89,4.8099999999999996,3.6299999999999999,1,lalt,False,0.7626273400000000,4.0000000000000000,10.1111794238716506,2.6866040375742024,False,False
216,104,216,T,40,0,168,107,4.9800000000000004,5.0999999999999996,1,lalt,False,0.8007453800000000,4.0000000000000000,4.4898219172771077,2.1399256210253808,False,False
217,104,217,A,20,75,124,89,4.1699999999999999,3.5699999999999998,0,lalt,True,1.0797085600000000,4.0000000000000000,5.3486940596426278,-5.9406743280034284,False,False
218,104,218,D,20,157,193,131,4.8499999999999996,5.3899999999999997,0,lalt,True,1.0778883999999995,4.0000000000000000,-7.7370214199797616,-19.7863755466313478,False,False
219,104,219,A,20,76,154,68,4.8600000000000003,3.6099999999999999,1,lalt,False,0.9468490300000000,4.0000000000000000,2.9812954598614199,7.2548137949756946,False,False
220,104,220,T,40,0,168,107,3.8500000000000001,5.3600000000000003,1,lalt,False,0.4489855900000000,4.0000000000000000,-7.8668607141883298,15.2114342078273737,False,False
221,104,221,I,80,138,154,91,5.1399999999999997,4.0000000000000000,1,ralt,True,1.2861004199999999,4.0000000000000000,9.8740535764021153,1.4032862102311685,False,False
222,104,222,O,40,157,193,131,4.9100000000000001,5.0800000000000001,1,ralt,True,0.9150051600000000,4.0000000000000000,-0.0148222319389400,10.8877611839148809,False,False
223,104,223,A,20,138,154,91,5.2199999999999998,5.0700000000000003,0,ralt,False,1.7179513300000000,4.0000000000000000,5.5085814356238290,15.2790803569523224,False,False
224,104,224,R,80,76,154,68,5.2300000000000004,3.8599999999999999,0,lalt,True,1.3589652600000000,4.0000000000000000,2.7691592062785930,9.2620023029771712,False,False
225,104,225,R,80,75,124,89,5.4299999999999997,4.3399999999999999,0,lalt,True,0.9600385000000000,4.0000000000000000,7.0538107439359017,-36.9274284123137946,False,False
226,104,226,O,40,3,121,112,3.7500000000000000,5.0899999999999999,0,lalt,True,1.2080045100000001,4.0000000000000000,3.9543217611532016,-25.2783150252189905,False,False
227,104,227,T,40,0,168,107,3.6200000000000001,4.1799999999999997,1,lalt,False,0.9480855000000000,4.0000000000000000,-11.6300605614405530,2.3426750731940347,False,False
228,104,228,R,80,3,121,112,4.7999999999999998,3.9900000000000002,1,ralt,True,0.5012760000000001,4.0000000000000000,13.5821625334698908,-3.3944457057368216,False,False
229,104,229,T,40,76,154,68,3.9399999999999999,4.5099999999999998,0,ralt,False,1.1873288099999999,4.0000000000000000,-1.5620808966185702,3.7178772025831122,False,False
230,104,230,I,80,138,154,91,5.2900000000000000,4.5199999999999996,1,ralt,True,1.0404469900000000,4.0000000000000000,11.1167248896813593,-14.9063549625738343,False,False
231,104,231,T,40,0,168,107,4.5800000000000001,3.8399999999999999,1,lalt,False,0.6134864700000000,4.0000000000000000,6.8837125121814378,-3.8800637802591118,False,False
232,104,232,R,80,0,168,107,5.0700000000000003,3.6200000000000001,0,lalt,True,0.6026145900000000,4.0000000000000000,5.2109756366843589,-27.4780626243778094,False,False
233,104,233,R,80,3,121,112,4.4000000000000004,4.7100000000000000,1,ralt,True,1.0166830400000000,4.0000000000000000,4.4901969198449780,-8.8239578001848606,False,False
234,104,234,D,20,75,124,89,4.3300000000000001,5.4400000000000004,1,lalt,False,1.2947318400000001,4.0000000000000000,10.6930834919960489,-18.8185897924815855,False,False
235,104,235,I,80,138,154,91,3.5600000000000001,5.1500000000000004,1,ralt,True,0.7177582400000000,4.0000000000000000,4.8462243080680416,0.6685786632390184,False,False
236,104,236,O,40,157,193,131,5.4500000000000002,4.6699999999999999,1,ralt,True,0.7598653300000000,4.0000000000000000,7.3874080343543937,8.5457031441181854,False,False
237,104,237,I,80,138,154,91,4.6299999999999999,3.7799999999999998,1,ralt,True,0.8348491200000000,4.0000000000000000,-11.4887369509345607,-6.1267703766766406,False,False
238,104,238,D,20,76,154,68,3.6499999999999999,4.3300000000000001,0,ralt,False,0.7959487500000000,4.0000000000000000,-1.6272128573959783,-15.0840755016423707,False,False
239,104,239,I,80,157,193,131,5.0599999999999996,4.3300000000000001,0,ralt,False,0.8120769500000000,4.0000000000000000,16.7279510649610508,-8.7551947242837809,False,False
0,105,0,O,20,3,121,112,3.7599999999999998,4.9500000000000002,0,lalt,False,0.5703127500000000,1.0000000000000000,-3.0346295260780427,30.0055279751684942,False,False
1,105,1,O,20,75,124,89,4.7300000000000004,4.8200000000000003,0,ralt,True,1.0093598900000000,1.0000000000000000,2.7637750284730309,35.3046883104750151,False,False
2,105,2,R,80,3,121,112,5.3899999999999997,4.5000000000000000,0,lalt,False,2.4301941000000005,1.0000000000000000,13.3418386301144736,-48.6290110914261717,False,False
3,105,3,I,40,0,168,107,5.4900000000000002,3.8300000000000001,1,ralt,False,2.1111753800000002,1.0000000000000000,-8.6615474004011848,9.3637213982691527,False,False
4,105,4,T,80,75,124,89,5.4299999999999997,4.1399999999999997,0,ralt,True,1.2719829300000001,1.0000000000000000,9.6874618625444953,-26.3921633729954230,False,False
5,105,5,A,20,157,193,131,3.7000000000000002,4.1600000000000001,0,ralt,True,1.4289137999999999,1.0000000000000000,3.3970983778534798,2.7041569795146279,False,False
6,105,6,R,80,138,154,91,5.2199999999999998,4.8899999999999997,1,ralt,False,1.3229811100000000,1.0000000000000000,-9.0843446170841720,19.2592610137979854,False,False
7,105,7,D,40,75,124,89,4.7400000000000002,4.1200000000000001,0,lalt,False,1.8637940900000001,1.0000000000000000,14.9038503144646235,-2.5502783849282320,False,False
8,105,8,O,20,138,154,91,4.6799999999999997,5.1600000000000001,0,lalt,False,1.0818359600000000,1.0000000000000000,5.6738523678085642,-14.0744026750292068,False,False
9,105,9,T,80,3,121,112,5.4299999999999997,4.7400000000000002,1,ralt,False,1.2307330200000000,1.0000000000000000,6.7543366711512602,18.4428255764673992,False,False
10,105,10,I,40,76,154,68,4.6100000000000003,4.5300000000000002,0,lalt,False,1.2136161800000000,1.0000000000000000,-7.4680517650513298,16.0171555698645243,False,False
11,105,11,O,20,76,154,68,4.3099999999999996,4.7999999999999998,1,ralt,False,1.0655733000000001,1.0000000000000000,2.2783959097532902,1.6314055374016625,False,False
12,105,12,T,80,76,154,68,3.5899999999999999,5.2699999999999996,0,ralt,True,2.4284740899999999,1.0000000000000000,5.4380783088622762,7.4432499959696097,False,False
13,105,13,A,20,75,124,89,4.0999999999999996,4.7400000000000002,1,ralt,False,1.1394941700000001,1.0000000000000000,-8.0382786592787578,-12.3006254201258809,False,False
14,105,14,I,40,157,193,131,4.3300000000000001,5.0099999999999998,0,lalt,False,0.7545023900000000,1.0000000000000000,7.9802428391066496,10.9335504455228723,False,False
15,105,15,A,20,75,124,89,4.2100000000000000,4.8799999999999999,1,ralt,False,1.3364740100000001,1.0000000000000000,1.0357887442562048,-4.3676523560384242,False,False
16,105,16,R,80,3,121,112,5.3099999999999996,5.4500000000000002,0,ralt,True,0.8275857400000000,1.0000000000000000,5.9447407658659737,-7.5258185833699827,False,False
17,105,17,O,20,0,168,107,3.7799999999999998,5.2100000000000000,0,lalt,False,1.1053262500000001,1.0000000000000000,11.3557945721051112,-11.5722340385889115,False,False
18,105,18,O,20,138,154,91,4.4000000000000004,3.9199999999999999,0,lalt,False,1.1433175799999999,1.0000000000000000,-5.5710326157649215,11.0067245200935560,False,False
19,105,19,A,20,138,154,91,3.9500000000000002,5.1100000000000003,0,lalt,False,1.2513681000000001,1.0000000000000000,-2.8934482257922878,21.7809243953327218,False,False
20,105,20,A,20,75,124,89,4.2000000000000002,3.5699999999999998,1,lalt,True,0.9443025900000001,1.0000000000000000,2.0842022035083647,6.9088118432429804,False,False
21,105,21,D,40,157,193,131,5.2300000000000004,4.9800000000000004,1,ralt,False,1.4064433100000000,1.0000000000000000,-9.0912465925532793,11.2369761908862316,False,False
22,105,22,I,40,0,168,107,4.8499999999999996,4.3300000000000001,1,ralt,False,1.3923062500000001,1.0000000000000000,14.0556986075334596,-5.1271256648232608,False,False
23,105,23,O,20,76,154,68,4.2999999999999998,3.9600000000000000,1,ralt,False,0.7393078000000001,1.0000000000000000,-5.5268573979333038,-9.2747263323463436,False,False
24,105,24,A,20,3,121,112,4.9299999999999997,4.2000000000000002,0,lalt,False,1.2623558900000000,1.0000000000000000,-10.1849376923299442,2.9986467582178582,False,False
25,105,25,A,20,75,124,89,4.3700000000000001,5.2199999999999998,1,lalt,True,0.7854161800000000,1.0000000000000000,-4.2034534316269720,-0.8196739322631867,False,False
26,105,26,D,40,76,154,68,4.5700000000000003,5.1600000000000001,0,ralt,True,0.8523360700000000,1.0000000000000000,-6.0853670088898175,4.2014280788340734,False,False
27,105,27,O,20,138,154,91,4.8600000000000003,5.4900000000000002,0,ralt,True,0.7162272600000000,1.0000000000000000,-2.5237986974171074,-26.0230787195953894,False,False
28,105,28,T,80,157,193,131,3.5299999999999998,5.0199999999999996,0,ralt,True,0.9591837000000000,1.0000000000000000,-7.9976043383795092,-2.3893152189744442,False,False
29,105,29,I,40,3,121,112,5.0999999999999996,4.0300000000000002,0,lalt,False,0.7892456900000000,1.0000000000000000,-7.2153414604978048,17.5576351532539974,False,False
30,105,30,O,20,76,154,68,4.1100000000000003,4.2699999999999996,1,lalt,True,1.0232231400000000,1.0000000000000000,1.7956240333918327,-21.5258710702662448,False,False
31,105,31,I,40,76,154,68,4.6699999999999999,5.3200000000000003,0,lalt,False,0.9303067300000000,1.0000000000000000,14.1622266382033928,-16.6915388842119512,False,False
32,105,32,I,40,0,168,107,4.4600000000000000,3.8199999999999998,1,lalt,True,0.6952492900000000,1.0000000000000000,10.9330943113675048,12.7252951922910089,False,False
33,105,33,T,80,3,121,112,4.1299999999999999,3.8399999999999999,1,lalt,True,0.5273605800000000,1.0000000000000000,-7.6114648869082560,11.1778399219436348,False,False
34,105,34,A,20,0,168,107,5.0300000000000002,4.3600000000000003,0,ralt,True,0.4984786300000000,1.0000000000000000,7.2976853536257087,-3.1046910128217897,False,False
35,105,35,I,40,0,168,107,3.9800000000000000,3.6600000000000001,1,lalt,True,0.9294650400000000,1.0000000000000000,2.2565918181091287,-7.4934044365955828,False,False
36,105,36,I,40,157,193,131,3.8799999999999999,4.5599999999999996,0,lalt,False,1.0025822300000000,1.0000000000000000,8.1374553360191868,-2.0580177168232701,False,False
37,105,37,D,40,157,193,131,4.8300000000000001,5.2900000000000000,1,lalt,True,0.9345482100000000,1.0000000000000000,-4.3962599356265564,-9.4849964338016939,False,False
38,105,38,R,80,138,154,91,4.5800000000000001,3.5000000000000000,1,ralt,False,0.9385427900000000,1.0000000000000000,6.5069568879602295,-30.8123556723916749,False,False
39,105,39,T,80,3,121,112,5.4500000000000002,4.2500000000000000,1,lalt,True,0.7536271300000000,1.0000000000000000,-0.0425722669161675,29.7629721998109957,False,False
40,105,40,R,80,157,193,131,5.3200000000000003,3.7599999999999998,0,ralt,True,1.2775640699999999,1.0000000000000000,-3.8337074286162975,2.4691336305677951,False,False
41,105,41,D,40,157,193,131,5.3399999999999999,5.4600000000000000,1,lalt,True,1.4855147700000000,1.0000000000000000,-2.4339738037618361,-8.7973754527088808,False,False
42,105,42,T,80,3,121,112,5.0199999999999996,4.4600000000000000,1,lalt,True,0.7363862900000000,1.0000000000000000,-9.4234218452458887,-10.3284600139065521,False,False
43,105,43,A,20,76,154,68,4.3499999999999996,5.2599999999999998,0,lalt,False,0.8613758200000000,1.0000000000000000,3.4120950700641441,27.3688771365021601,False,False
44,105,44,T,80,3,121,112,3.9399999999999999,3.7100000000000000,1,lalt,True,0.3933659900000000,1.0000000000000000,5.0877338808876020,-16.2793455638291356,False,False
45,105,45,O,20,76,154,68,4.1699999999999999,5.2900000000000000,1,lalt,True,0.8414983700000001,1.0000000000000000,14.8040657748340987,4.9542874337442884,False,False
46,105,46,O,20,76,154,68,4.4500000000000002,4.5199999999999996,1,lalt,True,0.5004172400000000,1.0000000000000000,8.0860064515432200,-5.5446160351426590,False,False
47,105,47,A,20,76,154,68,3.5800000000000001,5.4100000000000001,0,ralt,True,1.0445012800000000,1.0000000000000000,-2.2081558442030800,-15.1218871095982745,False,False
48,105,48,T,80,75,124,89,5.3700000000000001,4.9000000000000004,0,lalt,False,1.5054693400000001,1.0000000000000000,-0.4268945730668735,17.6955306548834201,False,False
49,105,49,A,20,75,124,89,4.5700000000000003,4.2400000000000002,1,lalt,True,0.9683685300000000,1.0000000000000000,11.0253076739452087,-5.6483076503162941,False,False
50,105,50,R,80,76,154,68,4.3799999999999999,5.0800000000000001,0,ralt,True,0.6054158600000000,1.0000000000000000,4.1248150170800058,-14.8750769375859484,False,False
51,105,51,O,20,0,168,107,4.7699999999999996,4.3300000000000001,0,ralt,True,1.0853686300000001,1.0000000000000000,6.8273238234499241,2.1998589652683811,False,False
52,105,52,D,40,76,154,68,4.5800000000000001,4.8499999999999996,0,lalt,False,1.5832610700000000,1.0000000000000000,1.9268535540655287,10.1992333310243559,False,False
53,105,53,I,40,0,168,107,3.8599999999999999,4.2300000000000004,1,lalt,True,0.9652844500000000,1.0000000000000000,8.5306309815945820,-0.6526934197722251,False,False
54,105,54,R,80,138,154,91,3.8599999999999999,3.8900000000000001,1,lalt,True,0.9973634000000000,1.0000000000000000,7.3716181421252500,1.2947684563509221,False,False
55,105,55,D,40,157,193,131,5.0000000000000000,3.5000000000000000,1,lalt,True,1.8334085099999999,1.0000000000000000,0.6133394843290599,-21.5021434794693818,False,False
56,105,56,D,40,138,154,91,5.1600000000000001,3.7900000000000000,0,ralt,True,1.3794164600000001,1.0000000000000000,3.5865768813342367,14.4472318956495140,False,False
57,105,57,I,40,76,154,68,4.3200000000000003,3.8999999999999999,0,ralt,True,1.2964073000000000,1.0000000000000000,13.4576257857095687,-16.4701790810010991,False,False
58,105,58,A,20,75,124,89,4.9800000000000004,4.4600000000000000,1,lalt,True,0.4425129500000000,1.0000000000000000,0.9953169833507204,-28.9804812777511103,False,False
59,105,59,I,40,0,168,107,4.1799999999999997,4.7400000000000002,1,lalt,True,1.0384765400000000,1.0000000000000000,7.6836094263580668,-20.3324967797680642,False,False
60,105,60,R,80,138,154,91,5.1699999999999999,3.5899999999999999,1,ralt,False,1.1154110300000000,2.0000000000000000,-1.1006852477461728,35.4110905650402898,False,False
61,105,61,T,80,3,121,112,4.2100000000000000,5.2400000000000002,1,lalt,True,0.5644589000000000,2.0000000000000000,-7.8529322283890428,19.7202810644433661,False,False
62,105,62,R,80,138,154,91,4.6699999999999999,4.6100000000000003,1,lalt,True,1.2744128500000000,2.0000000000000000,4.0118753830161884,2.6430164138706376,False,False
63,105,63,I,40,0,168,107,3.6000000000000001,4.1500000000000004,1,lalt,True,0.6144225900000000,2.0000000000000000,14.1094924232092307,-34.3055654780639898,False,False
64,105,64,R,80,138,154,91,4.8700000000000001,4.7400000000000002,1,lalt,True,0.4385896700000000,2.0000000000000000,2.0089864028267832,5.4718031226670014,False,False
65,105,65,R,80,157,193,131,4.7100000000000000,3.9300000000000002,0,ralt,True,2.2914217699999999,2.0000000000000000,3.9121966405419735,-2.9130905067508097,False,False
66,105,66,R,80,138,154,91,4.6799999999999997,4.9000000000000004,1,lalt,True,0.8114773199999999,2.0000000000000000,-4.4040020083448308,-5.9086006379450691,False,False
67,105,67,O,20,75,124,89,3.8500000000000001,4.3099999999999996,0,ralt,True,1.2153922300000000,2.0000000000000000,9.9229484223416158,5.9054105649485225,False,False
68,105,68,D,40,157,193,131,3.9600000000000000,3.8100000000000001,1,lalt,True,0.5274368699999999,2.0000000000000000,0.4782602301528130,-5.8971472547840964,False,False
69,105,69,A,20,0,168,107,4.2999999999999998,5.2100000000000000,0,ralt,True,1.7825618000000003,2.0000000000000000,-9.3926634164543756,5.8907403399370173,False,False
70,105,70,A,20,138,154,91,4.6399999999999997,5.2599999999999998,0,ralt,True,0.9374963600000000,2.0000000000000000,-0.1697110628912064,-25.2943374183863376,False,False
71,105,71,D,40,157,193,131,3.9199999999999999,3.7300000000000000,1,lalt,True,0.6143698800000000,2.0000000000000000,-6.1212112986113798,-7.8902967243070803,False,False
72,105,72,O,20,76,154,68,4.8399999999999999,4.4199999999999999,1,lalt,True,0.8306160000000000,2.0000000000000000,-7.1807267697819652,23.4286508197383299,False,False
73,105,73,D,40,0,168,107,5.0899999999999999,4.5000000000000000,0,ralt,True,0.3296511300000000,2.0000000000000000,0.3573621472263381,12.2076430432381144,False,False
74,105,74,O,20,76,154,68,3.6099999999999999,3.9600000000000000,1,lalt,True,0.4475742100000000,2.0000000000000000,3.8400352791863890,-10.7368287730906040,False,False
75,105,75,D,40,75,124,89,4.8499999999999996,4.4000000000000004,0,ralt,True,0.4357497200000000,2.0000000000000000,9.3530328908898976,-4.1592074339316341,False,False
76,105,76,I,40,0,168,107,3.7500000000000000,5.1100000000000003,1,lalt,True,0.6358264000000000,2.0000000000000000,-1.3037842074224668,-17.1290118867826671,False,False
77,105,77,R,80,3,121,112,3.6000000000000001,5.4699999999999998,0,lalt,False,1.8497702100000000,2.0000000000000000,0.0981609814949479,18.9777713303090607,False,False
78,105,78,A,20,3,121,112,5.2900000000000000,5.4199999999999999,0,ralt,True,0.6159015100000000,2.0000000000000000,-1.2889244713920751,-8.4078421372059076,False,False
79,105,79,A,20,0,168,107,5.2599999999999998,5.3600000000000003,0,ralt,True,0.8417879999999999,2.0000000000000000,-7.5237190704418913,-7.1115789643825122,False,False
80,105,80,A,20,75,124,89,4.6699999999999999,4.0899999999999999,1,lalt,True,1.0525392600000001,2.0000000000000000,-0.1380722052631928,4.9954126819338081,False,False
81,105,81,T,80,157,193,131,4.7000000000000002,4.1200000000000001,0,ralt,True,0.4427096400000000,2.0000000000000000,-5.2872523129048288,-0.8985850329954905,False,False
82,105,82,I,40,0,168,107,4.8399999999999999,4.5099999999999998,1,lalt,True,0.5826515700000000,2.0000000000000000,13.4110047155150642,-19.8904115995601103,False,False
83,105,83,A,20,138,154,91,4.9699999999999998,3.5400000000000000,0,ralt,True,0.8757251100000000,2.0000000000000000,12.8370629098138913,33.1685338869434645,False,False
84,105,84,D,40,3,121,112,5.4000000000000004,5.3200000000000003,0,ralt,True,0.3578140200000000,2.0000000000000000,-5.7151976076844013,16.9397416046671729,False,False
85,105,85,T,80,3,121,112,3.6699999999999999,4.8399999999999999,1,lalt,True,0.3016494300000000,2.0000000000000000,-15.6671758692792675,9.4464390724957106,False,False
86,105,86,T,80,3,121,112,4.9600000000000000,5.0899999999999999,1,lalt,True,0.6557285400000000,2.0000000000000000,-5.8694441388453260,3.3932045120350134,False,False
87,105,87,D,40,75,124,89,4.2500000000000000,3.8900000000000001,0,ralt,True,0.6067660600000000,2.0000000000000000,1.3595075890111239,-37.5393159988257850,False,False
88,105,88,I,40,3,121,112,5.0899999999999999,4.5099999999999998,0,ralt,True,0.7118282100000000,2.0000000000000000,1.3964545712618801,3.2625078558621787,False,False
89,105,89,I,40,75,124,89,4.2699999999999996,4.2800000000000002,0,ralt,True,1.0258214600000000,2.0000000000000000,-11.1599358926054855,-17.8697170251428901,False,False
90,105,90,T,80,0,168,107,4.7199999999999998,4.7400000000000002,0,missing,False,,2.0000000000000000,7.2230082135252829,22.4485210098407357,True,True
91,105,91,O,20,76,154,68,4.1799999999999997,5.0300000000000002,1,ralt,False,1.6196430799999999,2.0000000000000000,0.0967619470071131,14.2721844277041860,False,False
92,105,92,R,80,138,154,91,5.0099999999999998,3.8999999999999999,1,lalt,True,0.9925285100000000,2.0000000000000000,-13.8285168973935608,20.5243944396630376,False,False
93,105,93,I,40,76,154,68,3.8999999999999999,4.0700000000000003,0,lalt,False,0.8915427800000000,2.0000000000000000,7.2537169592444259,-3.0618223298438347,False,False
94,105,94,I,40,138,154,91,4.8099999999999996,3.7000000000000002,0,ralt,True,0.4357910600000000,2.0000000000000000,7.9471652353262492,11.9833316360059996,False,False
95,105,95,O,20,76,154,68,4.2500000000000000,3.6099999999999999,1,lalt,True,0.9237363100000000,2.0000000000000000,0.2060704428575792,-44.6049748696218344,False,False
96,105,96,T,80,3,121,112,5.4100000000000001,3.6800000000000002,1,lalt,True,0.2008529000000000,2.0000000000000000,-2.4084709212568618,-28.2662152951401353,False,False
97,105,97,D,40,138,154,91,5.1200000000000001,4.0800000000000001,0,ralt,True,0.9239901500000000,2.0000000000000000,-2.5565506552776380,-6.3780793927402932,False,False
98,105,98,R,80,138,154,91,4.7300000000000004,4.3700000000000001,1,lalt,True,1.3168553999999999,2.0000000000000000,-1.5483152420031183,23.7172071831333078,False,False
99,105,99,I,40,75,124,89,5.2199999999999998,4.8600000000000003,0,lalt,False,0.6628840400000000,2.0000000000000000,5.2403910001040970,18.7083601598421367,False,False
100,105,100,A,20,75,124,89,4.3499999999999996,4.7500000000000000,1,lalt,True,0.5558286300000000,2.0000000000000000,7.7356078243619457,-21.9632743424479031,False,False
101,105,101,T,80,3,121,112,4.8600000000000003,4.5499999999999998,1,lalt,True,0.2758695900000000,2.0000000000000000,4.2172505984346724,17.1360314610137436,False,False
102,105,102,R,80,0,168,107,4.9000000000000004,5.1900000000000004,0,ralt,True,0.8439724000000001,2.0000000000000000,0.4044973457130714,-23.0043964938668921,False,False
103,105,103,D,40,0,168,107,4.5400000000000000,3.9800000000000000,0,ralt,True,0.7439054899999999,2.0000000000000000,-8.5558534616191260,-5.3700980718335396,False,False
104,105,104,A,20,75,124,89,5.1200000000000001,3.5200000000000000,1,lalt,True,0.3838740500000000,2.0000000000000000,-0.6911821915901902,19.0031330137174415,False,False
105,105,105,D,40,3,121,112,4.0400000000000000,4.9500000000000002,0,ralt,True,0.3100036700000000,2.0000000000000000,-8.5456689779418760,-14.8233119618032454,False,False
106,105,106,D,40,76,154,68,4.8799999999999999,4.4199999999999999,0,ralt,True,0.9360296400000000,2.0000000000000000,-2.6793183458898358,23.7237034422080200,False,False
107,105,107,D,40,157,193,131,5.0999999999999996,3.5699999999999998,1,lalt,True,0.6009846200000000,2.0000000000000000,3.3790553958970704,-1.9014323625114669,False,False
108,105,108,T,80,138,154,91,4.9199999999999999,4.6500000000000004,0,ralt,True,0.4651241000000000,2.0000000000000000,-0.6762653475021005,-13.4317748787395761,False,False
109,105,109,I,40,138,154,91,5.2699999999999996,4.0400000000000000,0,ralt,True,0.4691092400000000,2.0000000000000000,-2.4686407102563006,14.4473506762951587,False,False
110,105,110,D,40,157,193,131,3.9500000000000002,3.9300000000000002,1,lalt,True,0.5930301500000000,2.0000000000000000,-27.1041747873484304,23.2506974177961290,False,False
111,105,111,I,40,0,168,107,3.9800000000000000,4.5000000000000000,1,lalt,True,0.5452109200000000,2.0000000000000000,12.0233957866446080,-25.1935721686068099,False,False
112,105,112,R,80,75,124,89,4.0400000000000000,4.6399999999999997,0,ralt,True,0.5903910500000000,2.0000000000000000,7.1733417613250365,-4.2333485273349725,False,False
113,105,113,O,20,76,154,68,3.9600000000000000,4.6799999999999997,1,missing,False,,2.0000000000000000,5.6452481952575866,29.3933042771753072,True,True
114,105,114,A,20,76,154,68,3.6200000000000001,3.7200000000000002,0,lalt,False,1.0262198300000001,2.0000000000000000,13.7595937315469143,6.6260298833313369,False,False
115,105,115,O,20,157,193,131,5.0199999999999996,4.2000000000000002,0,ralt,True,1.0614585999999999,2.0000000000000000,4.8964452168889867,17.3098791404843695,False,False
116,105,116,A,20,75,124,89,5.0199999999999996,3.6899999999999999,1,lalt,True,0.6123707800000000,2.0000000000000000,3.1586683217710405,9.1753432093928513,False,False
117,105,117,D,40,3,121,112,4.9400000000000004,3.5099999999999998,0,ralt,True,0.8275113900000000,2.0000000000000000,3.1796131900218096,-22.2875320335890414,False,False
118,105,118,R,80,138,154,91,4.4600000000000000,4.1699999999999999,1,ralt,False,0.7425855200000000,2.0000000000000000,4.4213900882697796,-10.2717318695880770,False,False
119,105,119,O,20,0,168,107,4.2800000000000002,3.9399999999999999,0,ralt,True,0.7216081100000000,2.0000000000000000,-2.9738336134966969,-37.5853790949548738,False,False
120,105,120,A,20,75,124,89,5.2199999999999998,4.5999999999999996,1,lalt,True,0.4942948500000000,3.0000000000000000,18.4877379003031308,-12.7015251333239263,False,False
121,105,121,T,80,3,121,112,5.3799999999999999,3.7000000000000002,1,lalt,True,0.2412031400000000,3.0000000000000000,9.5152628211661767,5.0673627918691331,False,False
122,105,122,I,40,75,124,89,5.0999999999999996,4.1200000000000001,0,ralt,True,1.1103264700000000,3.0000000000000000,0.2649234485397819,-8.5943827340662491,False,False
123,105,123,I,40,157,193,131,4.6200000000000001,4.1100000000000003,0,ralt,True,0.8513598300000000,3.0000000000000000,11.5549193038428992,-0.2280978702244764,False,False
